idr_name,NAME,"GO:1903214,regulation of protein targeting to mitochondrion","GO:0006626,protein targeting to mitochondrion","GO:0006613,cotranslational protein targeting to membrane","GO:1903955,positive regulation of protein targeting to mitochondrion","GO:0005739,mitochondrion","GO:0005743,mitochondrial inner membrane","GO:0005759,mitochondrial matrix","GO:0005741,mitochondrial outer membrane","GO:0005740,mitochondrial envelope","GO:0005758,mitochondrial intermembrane space","GO:0098798,mitochondrial protein complex","GO:0098573,intrinsic component of mitochondrial membrane","GO:0098799,outer mitochondrial membrane protein complex","GO:0031966,mitochondrial membrane","GO:0051646,mitochondrion localization","GO:0051654,establishment of mitochondrion localization","GO:0005730,nucleolus","GO:0005654, nucleoplasm"
HUMAN16515_135to408,Q8TBC5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16515_464to510,Q8TBC5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16518_1to204,Q86UD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16519_244to478,Q96GC6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HUMAN16519_59to108,Q96GC6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HUMAN16521_67to227,Q6NX49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16524_480to531,P17098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16524_78to253,P17098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16528_111to266,P10073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16534_114to329,M0QZC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16534_1to59,M0QZC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16535_62to156,Q8IVC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16538_1to141,P52740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16539_55to230,Q6AW86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16541_488to553,O75467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16541_55to197,O75467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16542_112to328,Q9NWS9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16544_127to398,Q96K62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16546_1to58,Q13263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16546_416to624,Q13263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16548_173to222,O43633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16551_1to86,P28698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16551_448to483,P28698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16551_98to383,P28698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16552_1to294,Q1W6H9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16553_216to283,Q96HL8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16561_51to84,Q6UX46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16567_167to211,Q9NY99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16568_880to933,P07202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16569_1322to1381,Q92626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16570_1to1089,Q9UL68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16575_1to305,Q8WVT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16583_75to131,O60930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16586_1to125,Q9BWP8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16588_221to303,A8MYV0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16589_114to408,P35716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16589_1to103,P35716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16592_28to67,Q8WXG1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0
HUMAN16594_84to134,Q02363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16595_1071to1267,Q9ULH0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16595_1277to1771,Q9ULH0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16595_858to917,Q9ULH0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16596_211to243,Q6ZWT7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16596_465to520,Q6ZWT7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16598_697to944,O43150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16599_1to57,O14713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16603_189to220,P78536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16603_696to823,P78536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16605_121to205,Q53T94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN16607_129to163,Q9NZI5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16607_73to112,Q9NZI5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16608_1to392,O14901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16608_462to512,O14901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16609_1to158,Q717R9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16610_1to69,P31350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16614_497to635,Q9BSC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HUMAN16614_649to688,Q9BSC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HUMAN16617_427to494,Q9H3M0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16618_1to65,Q96LR7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16621_1003to1149,O75116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16621_1350to1388,O75116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16622_1to61,O75461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16622_240to281,O75461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16624_1079to1254,Q4ZG55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16624_279to342,Q4ZG55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16624_32to74,Q4ZG55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16624_625to671,Q4ZG55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16626_379to410,O95665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16627_544to621,Q14693,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
HUMAN16627_96to457,Q14693,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
HUMAN16629_1to55,Q92519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16631_45to79,Q96KN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16632_1374to1415,A2RRP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16632_454to485,A2RRP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16635_1to388,P04198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN16637_1to256,Q09MP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16637_699to781,Q09MP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16637_798to950,Q09MP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16637_985to1089,Q09MP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16641_460to890,Q17RS7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16642_1to132,A6NI15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16643_450to491,Q9BQ31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16644_1to37,Q9HBH5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16646_104to277,Q96P26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16646_1to47,Q96P26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16647_1to172,Q8TAX0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16651_1to73,O15232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16653_1to310,P18827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16656_1to610,Q8TB72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16656_621to701,Q8TB72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16661_138to368,Q53T59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16664_19to83,Q7Z4P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16664_278to346,Q7Z4P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16669_1to300,Q96CT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16670_1086to1389,Q9ULI0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16670_1to369,Q9ULI0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16670_705to749,Q9ULI0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16672_1to58,P68543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16673_1to36,A6NFX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16675_241to279,Q9H6R7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16675_435to552,Q9H6R7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16675_678to721,Q9H6R7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16680_178to324,P0C875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16690_165to236,Q9NZM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16690_331to397,Q9NZM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16690_684to755,Q9NZM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16690_818to886,Q9NZM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16692_1to33,Q15788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16692_368to1441,Q15788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16697_191to227,Q9NZQ0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16699_191to225,Q9Y2G0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16699_683to717,Q9Y2G0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16700_1to247,P01189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16701_1to286,Q9Y6K1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16701_427to469,Q9Y6K1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16703_296to327,O60941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16703_341to395,O60941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16703_447to627,O60941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16704_1to1395,Q76L83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16705_251to290,O14782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16705_397to484,O14782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16705_700to793,O14782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16707_181to214,Q75VX8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16707_350to795,Q75VX8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16710_1to49,P55084,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
HUMAN16712_1038to1079,Q8IZF5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16712_1to53,Q8IZF5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16712_89to118,Q8IZF5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16715_1to115,Q96MC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16715_444to485,Q96MC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16715_559to616,Q96MC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16716_1282to1402,Q9HC10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16716_132to248,Q9HC10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16716_646to687,Q9HC10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16721_252to394,O14649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16723_1to44,P49450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16725_489to549,Q9BPU6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16726_131to209,Q9UPY8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16727_16to107,Q6NUQ4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16730_343to417,Q8NDL9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16730_600to886,Q8NDL9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16733_460to532,Q9Y6C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16733_549to733,Q9Y6C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16733_784to864,Q9Y6C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16733_88to406,Q9Y6C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16740_102to131,Q9HCU5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16742_1to190,Q53SZ7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16742_307to412,Q53SZ7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16743_166to214,Q7RTU1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16743_1to82,Q7RTU1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16744_578to635,Q9Y289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16748_1to68,Q99726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16749_148to189,Q8N7S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16751_1to84,P55089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16755_1to310,Q8WUA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16755_765to823,Q8WUA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16755_877to911,Q8WUA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16761_389to455,Q15036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16763_1to443,Q8N8E2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16763_479to541,Q8N8E2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16764_162to326,O15355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16764_509to546,O15355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16766_199to240,Q53RY4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16768_195to234,Q9H6D8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16773_1027to1073,Q68DN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16773_1173to1984,Q68DN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16773_1to921,Q68DN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16774_1to377,Q96ME7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16774_471to567,Q96ME7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16775_245to278,Q6ZUS5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16776_283to374,Q9HCN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16777_1to142,O94864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16777_262to414,O94864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16778_1to149,Q9BWU0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16778_279to358,Q9BWU0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16778_444to537,Q9BWU0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16778_584to769,Q9BWU0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16790_1to321,P15408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16791_1to33,Q6P1J6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16795_1to63,Q5MJ70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16795_202to313,Q5MJ70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16796_31to147,Q9BVS5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
HUMAN16796_412to443,Q9BVS5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
HUMAN16797_385to458,Q15061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN16797_584to677,Q15061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUMAN16798_26to478,Q6ZUX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16799_1to171,A6NGG8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16799_283to320,A6NGG8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16799_332to1288,A6NGG8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16800_216to275,Q8N3C7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16800_352to480,Q8N3C7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16800_556to618,Q8N3C7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16801_1401to1572,Q9UM73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16801_1581to1620,Q9UM73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16801_1to48,Q9UM73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16821_1to47,Q9C005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16822_198to315,Q9UBP0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
HUMAN16822_1to55,Q9UBP0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
HUMAN16822_63to111,Q9UBP0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
HUMAN16823_340to423,Q6NXT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16826_1to51,Q9BSR8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16828_1134to1164,Q9NR09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16828_1248to1286,Q9NR09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16828_1651to1757,Q9NR09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16828_2241to2316,Q9NR09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16828_2421to2513,Q9NR09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16828_2523to2628,Q9NR09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16828_2936to2974,Q9NR09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16828_3570to3601,Q9NR09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16828_3885to3956,Q9NR09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16828_4016to4058,Q9NR09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16828_4449to4519,Q9NR09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16828_465to558,Q9NR09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16828_4816to4857,Q9NR09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16828_580to620,Q9NR09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16829_294to325,Q6P3X3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16833_1to328,Q14766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16833_752to817,Q14766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16834_548to690,Q8IV61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16835_282to518,Q8NCA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16838_111to149,Q9UHY8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16838_165to204,Q9UHY8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16838_1to51,Q9UHY8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16838_255to297,Q9UHY8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16839_153to223,Q6UXI7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16839_1to33,Q6UXI7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16842_1to52,O43815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16842_66to445,O43815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16844_1200to1239,Q9P2D3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16844_1549to1579,Q9P2D3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16845_1to150,Q8N954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16846_169to258,P19525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16849_1to38,Q03701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16849_625to691,Q03701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16849_63to166,Q03701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16849_824to973,Q03701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16849_990to1054,Q03701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16851_1to55,O94806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16851_203to252,O94806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16851_317to397,O94806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16854_1to229,Q9UKI2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16855_111to173,Q96LZ7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16858_1to56,Q8NHH9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16861_1to70,Q8WVV9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16864_84to238,Q16629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUMAN16869_1to94,Q6P158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16869_431to512,Q6P158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUMAN16869_754to792,Q6P158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
